id,gender,military_time,age,latitude,longitude
304,Female,7:22,34,22.9856091,-80.5855038
305,Male,23:04,85,49.7127158,13.2046047
306,Female,1:27,78,31.685608,35.120362
307,Male,12:31,91,-8.7446943,118.6702302
308,Female,12:20,45,49.6498731,17.3224082
309,Male,23:10,76,8.3520574,124.6503061
310,Male,8:32,85,47.7008606,106.9577199
311,Female,23:12,23,3.9356389,41.8551162
312,Male,16:28,41,23.7247599,108.8076195
313,Male,5:13,46,49.689425,21.9126813
314,Male,4:51,39,14.4290353,121.0360943
315,Female,9:27,70,3.1523104,101.7178316
316,Male,21:28,22,52.3738284,4.8886159
317,Male,16:43,47,28.452686,110.393844
318,Male,3:16,97,41.7806536,47.5943485
319,Female,22:14,75,35.62231,10.75696
320,Female,16:52,80,-21.9111483,-56.4719928
321,Male,2:07,51,24.31049,116.116695
322,Female,2:12,100,-9.0166555,-77.8724575
323,Female,9:19,72,38.0222208,23.7851957
324,Male,20:24,93,34.393136,115.865746
325,Male,0:55,60,14.7121689,-88.0876336
326,Female,2:37,37,48.749354,2.480322
327,Male,17:57,45,40.9515138,-8.5904113
328,Female,17:13,81,47.6479788,36.164764
329,Male,17:55,12,32.48998,35.40163
330,Female,20:04,35,44.0970463,21.4322091
331,Female,5:43,90,29.8655146,121.4589773
332,Male,4:40,77,39.1441,117.158719
333,Female,6:53,99,23.421724,117.023373
334,Female,3:59,22,36.0699425,136.2452307
335,Female,4:30,55,6.61476,8.0410634
336,Male,14:02,76,-34.6891726,-58.4714156
337,Male,9:41,97,37.1562778,24.4886232
338,Female,3:52,65,-11.3535985,40.3522402
339,Male,21:27,100,-32.9150009,-65.3749466
340,Female,4:11,94,42.0438495,19.5731734
341,Female,4:20,37,49.4660029,1.0736574
342,Female,4:26,92,37.78,-122.42
343,Female,15:38,70,-8.3765619,115.1918802
344,Male,17:16,17,-29.7516119,-50.013964
345,Female,17:29,54,40.666059,109.873117
346,Male,3:27,20,15.7832452,121.0086436
347,Female,21:20,81,37.1764814,-8.201073
348,Male,11:03,62,36.065787,139.5560067
349,Male,17:08,50,41.5318938,-8.6939907
350,Male,12:57,71,60.6304039,16.76232
351,Male,22:43,85,53.0319419,18.9576575
352,Female,22:21,69,-7.3990333,108.1636206
353,Female,16:58,51,9.338682,123.291063
354,Male,21:52,14,49.6106567,18.735973
355,Female,19:40,55,13.5213331,120.9787095
356,Female,4:24,31,63.8294111,15.3600636
357,Male,11:05,81,52.6630895,38.4290322
358,Male,0:51,28,32.124929,35.309237
359,Female,17:53,68,15.97431,43.46381
360,Female,3:15,71,48.7764948,17.0214389
361,Female,6:09,73,22.521523,114.055023
362,Male,16:08,92,58.6073483,14.0368868
363,Female,5:58,41,-20.6984299,-44.8256777
364,Male,21:18,65,41.0734417,-8.6358837
365,Female,14:07,30,38.9079399,-77.0717165
366,Male,23:20,20,45.159309,14.5440221
367,Female,10:21,77,14.8431264,120.8685583
368,Female,1:29,26,57.7314074,12.0595845
369,Female,12:03,76,24.44218,114.938684
370,Male,7:32,24,-6.5823,105.8508
371,Male,14:47,50,38.0565317,140.1011565
372,Female,14:02,77,50.4011293,22.904714
373,Female,10:59,17,-8.3765619,115.1918802
374,Female,18:25,48,-7.9419581,113.9506727
375,Female,21:52,22,34.746611,113.625328
376,Female,10:26,33,-11.7806236,-75.4869033
377,Female,18:24,50,26.0696179,50.5006231
378,Female,13:54,19,4.88917,-75.870743
379,Male,3:21,24,31.068734,119.569305
380,Male,7:05,69,14.5697565,121.0247172
381,Male,21:23,17,43.2916776,-0.3696612
382,Male,18:45,46,22.358416,114.128354
383,Male,16:16,34,35.0150933,33.7405967
384,Male,2:18,61,-33.0095283,-71.2595888
385,Male,6:58,38,5.695633,-76.649812
386,Male,7:46,71,-23.5893189,-46.0107997
387,Male,9:45,78,36.8517527,138.3628039
388,Female,13:50,83,4.6101062,114.3311718
389,Female,2:49,69,45.0244716,20.056916
390,Female,8:44,100,59.2426907,17.8471065
391,Male,8:43,99,52.7440595,21.1228461
392,Male,12:26,94,9.2207,122.9053
393,Male,12:40,25,41.764145,123.465921
394,Male,8:25,49,8.9420217,-69.4620671
395,Female,12:42,81,52.8566588,15.677579
396,Female,21:42,60,-10.789321,-65.3301049
397,Female,18:48,53,-7.2119433,108.1591732
398,Male,10:07,24,-8.4629286,118.7591541
399,Female,5:41,83,38.9,-77.04
400,Female,11:23,33,30.921396,112.444197
401,Female,7:13,75,32.9886195,47.4245319
402,Male,15:59,47,-6.9401945,106.9247932
403,Male,0:33,66,60.79832,10.705945
404,Male,15:47,23,-13.9535913,-71.7608251
405,Female,6:21,70,13.78333,-14.93333
406,Female,20:12,22,39.3704516,22.9827384
407,Female,12:19,21,-11.7088712,-40.5940565
408,Male,19:48,15,40.1872593,-7.5618071
409,Male,14:09,72,34.1926332,131.9199103
410,Male,11:41,77,14.6074523,121.1136216
411,Female,11:05,88,49.642816,21.660458
412,Male,8:26,28,33.765469,113.994752
413,Male,5:25,33,8.7814708,167.7373396
414,Male,16:01,91,-8.6573819,121.0793705
415,Male,1:02,98,35.23375,115.480656
416,Female,11:23,84,27.9937685,120.6784858
417,Male,19:00,55,-33.745727,-61.961036
418,Female,0:50,50,50.6283477,18.7971435
419,Female,11:57,36,-28.2963334,-52.793776
420,Female,18:00,42,37.4092357,57.9276184
421,Female,0:20,49,39.1002506,23.0771373
422,Female,13:52,16,33.9042954,73.3907315
423,Female,16:07,35,-20.9304923,55.5243352
424,Female,16:58,38,34.0624686,51.4782228
425,Male,14:24,31,15.1751306,99.7509296
426,Female,5:34,53,21.6071636,105.1492869
427,Female,8:54,14,51.5534631,39.0929181
428,Female,7:55,86,53.5834008,-6.1349155
429,Male,16:15,40,16.1535575,-13.5032081
430,Male,20:23,45,59.5194054,15.9767049
431,Male,23:32,63,53.1458749,20.8157058
432,Female,18:57,67,58.0275087,15.0052213
433,Male,7:55,95,-11.5886713,43.277533
434,Male,12:50,73,40.505361,80.461556
435,Female,7:41,56,14.5427102,-91.4587127
436,Male,7:59,81,50.0901553,14.5640162
437,Female,2:59,47,-7.5347018,109.0274877
438,Male,0:27,27,39.042852,117.318781
439,Male,5:47,67,27.087637,114.964696
440,Male,12:55,27,48.9446931,91.1606763
441,Male,20:33,37,16.6053508,-15.348246
442,Male,4:33,17,44.18333,15.65
443,Female,5:04,34,51.56696,15.53798
444,Male,23:52,59,49.72276,18.76207
445,Female,13:15,93,50.0665053,15.8527032
446,Female,22:44,72,-9.9104,120.4871
447,Female,10:08,32,13.09573,103.2022055
448,Female,8:44,14,-32.0974476,23.0101345
449,Female,11:44,82,41.027698,26.2935333
450,Male,10:37,13,38.7908786,-9.1194989
451,Female,1:55,15,-3.6846513,13.3500652
452,Female,3:37,54,20.36667,-75.01667
453,Male,7:24,70,-8.5309777,-37.1239897
454,Female,4:43,31,-38.6677187,-72.2244406
455,Male,6:55,40,39.982718,117.078294
456,Male,13:42,55,64.5180595,-21.8898511
457,Female,16:33,30,6.919884,122.0616469
458,Male,20:30,57,-6.9633557,107.667407
459,Female,7:06,86,45.632343,5.112589
460,Female,6:03,62,41.664757,123.344062
461,Male,12:18,39,-17.0806813,-40.9387356
462,Male,4:33,47,14.7668705,-91.1779176
463,Male,10:15,64,61.3220623,16.3984929
464,Female,4:06,24,48.63333,106.73333
465,Male,22:44,13,56.0463429,12.7045118
466,Female,18:04,50,-7.6569277,107.7073688
467,Male,19:23,10,14.5338735,121.0220037
468,Male,14:17,37,5.7055314,6.8083063
469,Male,12:30,32,62.587277,40.61071
470,Male,7:03,90,23.70475,114.849821
471,Male,22:03,58,49.6603908,18.4922736
472,Female,23:14,39,-6.6549447,111.1160864
473,Male,22:54,10,-1.9367459,-50.8198737
474,Female,22:52,66,5.255906,-75.1538939
475,Male,11:30,58,28.074649,119.141473
476,Male,6:20,38,10.6503878,-5.1692752
477,Male,9:53,38,-6.3991308,106.7411559
478,Female,19:25,69,-4.270039,-81.2133262
479,Male,17:03,70,52.293402,86.185124
480,Female,16:53,91,41.4030479,-8.2430192
481,Male,6:02,58,26.741856,-11.6783671
482,Female,14:14,44,48.3583839,25.3449259
483,Male,22:52,89,13.490046,120.960159
484,Female,3:17,51,10.4492758,-84.2725621
485,Female,20:19,65,14.5508865,121.0075554
486,Female,7:39,99,-37.0833,-72.5667
487,Female,14:38,96,43.8098167,18.5653991
488,Male,6:59,87,6.0343516,124.5217429
489,Female,15:32,50,38.1553558,140.2706039
490,Female,2:57,39,32.7526842,-97.3264658
491,Female,9:39,73,14.7258963,121.0226751
492,Female,6:08,33,-8.196,124.5015
493,Male,8:53,81,-7.3966297,111.5498112
494,Male,13:15,27,60.3068052,15.3893305
495,Male,5:51,45,52.339987,20.3286222
496,Male,17:41,62,30.962471,110.615261
497,Male,12:55,71,-34.4765431,-58.7226377
498,Female,15:37,93,51.7204294,94.442401
499,Male,2:44,47,52.644,25.2027
500,Female,14:11,24,28.65664,108.504872
501,Female,19:16,92,43.8427177,43.6387314
502,Male,11:09,98,51.897904,4.473358
503,Male,18:30,85,9.1118027,99.2065202
504,Female,6:12,83,-8.2104974,114.9671388
505,Male,10:15,20,52.0130334,15.4233905
506,Male,21:18,37,52.1028471,21.0281495
507,Female,2:20,18,65.6136813,22.1762379
508,Female,18:37,58,-6.8083456,105.6735131
509,Male,2:32,14,60.684976,17.153166
510,Male,10:44,66,38.7409837,-9.3605586
511,Female,3:09,36,55.8210459,38.0849522
512,Female,20:23,36,51.0376583,-113.3992725
513,Female,17:52,27,-20.9304923,55.5243352
514,Male,8:56,37,44.2288747,22.5310674
515,Female,19:01,94,2.394682,98.4403573
516,Male,5:42,64,41.1617715,-8.035514
517,Female,9:55,51,13.17535,44.27461
518,Male,0:32,49,24.808198,118.03177
519,Male,19:12,83,57.7166133,11.9015778
520,Female,18:56,30,-8.6743207,116.1093533
521,Male,19:13,45,25.87886,119.545653
522,Male,7:24,81,15.3252049,120.6560014
523,Male,21:03,54,31.209571,107.468023
524,Male,8:20,63,52.1814619,32.583994
525,Male,5:18,58,-7.740099,-40.2884386
526,Female,5:20,42,-12.72924,-76.467087
527,Male,8:42,97,-21.2105191,-65.2103256
528,Male,19:41,77,13.9791936,121.7983634
529,Female,9:45,16,-8.4727553,115.1859517
530,Female,11:12,19,14.3586387,120.9332234
531,Female,18:45,39,14.0206423,123.2983232
532,Male,4:43,10,-1.8053216,138.4687311
533,Female,12:56,26,28.572029,109.482078
534,Male,14:30,80,36.889084,120.51769
535,Female,18:49,97,13.3198572,-87.1622344
536,Male,1:02,10,-6.9828037,109.5568089
537,Male,11:38,89,7.2149367,124.2404727
538,Female,3:00,26,39.873363,-4.0414005
539,Female,23:34,36,-20.1337772,-67.4891345
540,Male,7:08,40,44.4466286,18.6510559
541,Female,21:42,79,19.371561,110.104886
542,Male,15:56,22,-7.6162571,109.5285442
543,Female,23:04,37,42.83528,22.65167
544,Male,14:22,35,49.5562052,6.2862731
545,Female,8:48,47,-20.5898891,-47.8586651
546,Male,0:58,29,-26.0396759,27.8452537
547,Male,3:29,54,-0.0998238,34.2747004
548,Male,9:02,85,-8.1061859,112.6407229
549,Male,9:57,41,15.3098074,120.8551691
550,Female,21:44,26,7.4576765,-2.5842062
551,Male,12:24,82,59.9173309,10.8180311
552,Female,8:03,22,-6.939897,106.9506175
553,Female,6:58,65,39.0820946,26.3724138
554,Female,8:36,94,14.3160322,121.0671937
555,Male,21:18,79,32.224808,110.228747
556,Female,14:28,23,16.2123852,100.4198876
557,Female,20:28,62,9.2828806,-83.540208
558,Male,16:47,47,39.3547141,67.8569785
559,Male,22:14,74,41.4009304,-8.335096
560,Male,20:12,78,55.6686,37.5470072
561,Male,23:34,90,-10.7194641,-62.2542716
562,Male,21:31,72,33.200333,120.50085
563,Male,20:11,93,14.5644981,121.0309439
564,Male,14:52,42,-8.2666267,115.054678
565,Female,23:10,75,2.01643,10.47066
566,Female,10:51,77,15.4321163,-87.9040571
567,Male,15:49,39,11.6578757,122.3054783
568,Female,11:04,76,14.955476,120.8868617
569,Male,0:58,55,6.4946003,124.1086807
570,Female,8:52,75,8.909013,-75.9579358
571,Female,12:26,90,30.5211502,112.8915932
572,Female,11:59,86,41.139883,22.5397872
573,Male,7:14,34,55.709063,84.4188807
574,Male,0:55,30,49.8127669,84.312982
575,Female,11:38,15,10.4853153,5.1458131
576,Male,13:05,96,-6.907,114.0174
577,Male,12:16,61,38.8062871,139.9346659
578,Female,15:06,37,22.3121914,90.7218441
579,Female,22:25,35,-33.3672731,-60.1976374
580,Male,12:19,57,-33.3106292,26.5255946
581,Female,8:38,44,59.9287227,10.883269
582,Female,5:17,37,45.6232258,63.3139829
583,Female,20:45,38,-10.1628,123.5781
584,Male,11:41,41,38.520089,102.188043
585,Male,9:12,87,59.9251831,10.8203114
586,Male,12:01,77,55.5792489,37.604585
587,Female,1:29,26,32.768821,120.679703
588,Female,11:15,20,32.070084,35.29528
589,Male,20:28,80,-9.0166555,-77.8724575
590,Male,7:41,23,49.4841887,17.3382537
591,Male,5:08,90,32.830953,110.873513
592,Female,23:37,34,15.8278,120.4946766
593,Female,12:06,80,1.4081109,-77.391527
594,Male,4:40,53,47.63319,-52.94806
595,Male,1:31,35,28.165293,121.35142
596,Male,6:25,28,3.01228,-76.484533
597,Male,2:34,64,9.0965232,123.1989242
598,Male,20:11,51,8.3141383,124.8551784
599,Female,12:42,68,27.3183333,100.1
600,Male,11:58,58,-2.609012,112.403397
601,Male,13:23,65,30.687368,104.063249
602,Female,22:56,94,45.621716,122.851029
603,Female,2:58,36,-2.0076624,34.3434119
604,Male,7:19,28,-22.573223,-47.1731269
605,Male,6:02,94,43.5039342,16.5237792
606,Female,22:50,47,14.5570389,121.017148
607,Male,22:43,10,45.2710602,18.9948258
608,Female,11:31,86,40.7753311,-73.8726184
609,Male,1:52,23,-18.6517964,-48.1904503
610,Male,19:09,68,39.825495,116.288478
611,Male,23:27,10,44.9790183,-93.1855735
612,Female,2:27,97,44.6658941,20.9335169
